id,target,fold
2539552b24f49e4,0,4
25395d47a0baa35,0,4
2539fa1bd80491a,0,3
253b1fdf5655893,1,1
253bf55627b18a6,0,3
253ec08576e1e8a,0,2
253fa3d5998a901,0,3
2540af3cb3e38b9,0,1
2540be7e0019129,0,4
2542aba38c857cd,0,1
25438eae83f2da6,1,1
254399a23a104a9,0,2
254415864c96742,0,2
2545606b2c81756,0,4
2545fb4b872f247,0,4
25462672aee7907,0,3
2546ab4213b1d54,1,3
2546cea64ca3e7f,0,1
25471cd99abd3b5,0,1
2547a1730270955,0,4
2547fa200b233e8,0,1
25492cda3fdada4,0,4
254a07ff884206f,0,3
254a842cfe71315,1,2
254b5c3acfd5911,0,4
254b6df889d6c86,0,1
254bc4b454f7c05,0,1
254e863efb4263f,0,2
2550a27171f907d,0,4
25514002c9d7f1c,0,1
25515c42bffba77,0,2
25518903584ff92,1,2
25543bc4b84cfd8,0,2
2556495402cd948,0,0
2556643f0a9e236,0,4
2558d94cae2ff80,0,4
255a2913b8d62b2,0,0
255ca245c00e227,0,1
255cbde97b32411,0,4
25609d5f58125e9,0,1
2560c719065fd61,0,0
25617dec50cc13a,0,4
2564573c57c3a60,0,3
25652392a9a3e59,0,2
2565c0281e72002,0,4
256653c4ec62a5c,0,1
2567d5a379fb45e,0,2
25681d076cd3616,0,3
256865d839f1a5b,0,4
25688d649e99aa4,0,1
256a2bd41c16ac4,0,0
256d860adb17d25,0,3
256edbb39feb610,0,1
256f3b309ce57ff,0,1
2571bb9eb76d3df,0,2
2571fdc53c00d1a,1,4
25720fb3bdad8cb,0,4
2572143eda505be,0,1
25778efb157500c,0,2
257a2e75d4d2ecc,0,2
257abe450ae84ed,0,3
257ae2d2fbc6bb5,0,0
257b905c0feaf7a,0,1
257bf4bc78afc39,0,3
2580957044a9c7d,0,1
2581eeeb0768f2d,0,4
25836def4086d5c,0,2
25838deed7862f8,1,0
2583fd977fb849c,0,1
258496ceead9f6c,0,3
25857ed4e330e07,0,4
25857fcc5c01985,0,0
2585dfd1b4bfcf1,0,0
258879c1e863d31,0,0
258911dd811592c,0,2
2589209213abbaa,0,4
2589fc90f25e9c9,0,4
258bb5d06c236c1,0,2
258d11a5ea9d6e5,0,2
258e5669da4c32d,0,2
258f0f69f84e322,0,2
259237d25433ab6,0,0
2592ccead26f9e2,1,1
259496a90ab91e9,0,2
2595a97dbaf7440,0,0
2597ee8d9d6ff44,0,0
2598f93b41d9f58,0,2
259a5f95a1d46a4,0,2
259c5d1695e2433,0,0
259c5fa3f01e437,0,2
259cdbe82466a44,0,0
25a04c0a06caa60,0,1
25a1e74f2be273b,0,0
25a32487da00316,0,1
25a3609081db956,0,3
25a39d878aaf06d,0,3
25a5ed3d9f601bd,0,4
25a61aa094e05de,0,0
25a660d902b4da7,0,3
25a6b1b00d67f48,0,1
25a6f427376135d,0,0
25a77847e49d143,1,0
25a874e6846e0fd,0,2
25a96f44b082922,0,4
25aa106850ee12e,0,4
25ac376058800c3,0,0
25ac59b64ec7b53,0,2
25acf347f01b4d9,0,1
25ad494f53b4873,0,2
25adbb59bb6e52e,0,1
25b038731de49b1,0,0
25b050153c882e6,0,0
25b3af5ade1852e,0,3
25b757e1edacdc3,0,3
25b8124a6772784,0,4
25b87241a8bae65,0,0
25bb810bedebae9,0,1
25bbc6a1de613a3,0,3
25bd19577957bc3,0,4
25bfd4a4a6d47dd,0,1
25c07b4f54ffde7,0,3
25c3468720d7617,0,3
25c439c32504bd5,0,2
25c4c27a75e80c7,0,2
25c4ea6651ddac0,0,2
25c57d318e822c5,1,2
25c5ef9bee334a5,0,0
25c674427080f3e,0,1
25c7142ded31423,0,2
25cae2aca8b4a1b,0,3
25ccde2fbb6682b,0,2
25cd7817db69e95,0,2
25cdbe93fde95d8,0,0
25cef811444d1b5,0,4
25d18c3a081d343,0,4
25d2cd333bb4662,0,0
25d2f2b29d450df,0,3
25d3981de8fe7aa,0,0
25d3c689843a522,0,4
25d43d475e68554,0,3
25d487b47013708,0,2
25d4ac676d314ac,0,3
25d52dd31454422,0,2
25d8bacfe7b0437,0,4
25d900f595d6395,0,0
25d9f2c8f0e1dde,0,1
25db9c313ed77fb,0,1
25dc3529867b9c9,0,2
25ddaaad29b37b0,0,0
25de8ed6acc8b17,1,4
25def855a237eea,0,0
25e0981f87e5260,0,3
25e1d268993a81d,0,0
25e21ba81a64742,0,1
25e23d71b963f63,0,1
25e4c0fbfb78afe,0,0
25e64bfa2f095ba,0,4
25e8da5603d1808,0,1
25e914216bba070,0,4
25eafe264863c8d,0,2
25eb4ca37855680,1,4
25ebaa96ebf95a0,0,0
25ecf0da38b15b8,0,4
25eee2e7d54bb77,0,4
25efd4affb79771,0,4
25efdcafa4494e0,0,2
25f0038c1a23c5e,0,0
25f017229bc6772,0,0
25f19a18a863296,0,3
25f332d79116d03,0,2
25f56e3a8620f65,0,1
25f66e6de87cea8,0,4
25f75828cfc42ed,1,1
25f970e8b71d47f,0,0
25fa4243906fc92,0,2
25facb94afc9690,0,2
25fc0a6302935f4,0,0
25fd365a0b3cb40,0,1
25fd4e6e84edae0,0,2
25fed9079f4bccf,0,2
25ff15e5f874949,0,2
25ff248cc2348ed,0,4
260026301547597,0,4
2601e5005d07594,0,0
26037087396c268,0,1
26038aeeaa104f1,1,0
260479a928af0cd,0,4
2605a5214fb4f10,1,0
2605ed581670d8b,0,3
260699a950f924b,0,1
26070e7da391a2f,0,0
26096b1263722e1,0,1
26099f39358aa7c,0,1
260bbd549b5d74c,0,3
260c331174d2e3a,1,0
260d61f442f309d,0,1
260dabe13ea4f05,0,2
260dbd5c426dd06,0,0
260e0c8a6390c9c,0,3
260e18aaa55f776,0,1
26102f5e9399956,0,2
2611f0a5af55297,0,4
2612418dff0a930,1,1
261367e367d005f,0,4
26148a48b968add,0,1
2614ec6fe48e57d,0,1
26156b0328898ea,0,2
2617280719d2f33,0,2
26177961d39381a,0,4
261791a8aeeb2f2,0,2
261bcb1f4899805,1,0
261c355adef91f7,1,4
261eb07629bf590,0,4
261f96ca4f12b24,0,2
262112044f72c2c,0,0
26218fff0fdd927,0,2
2622f529c2ceec9,0,4
26236e8415805e6,0,4
26266ee07615f30,0,1
2626c0b01664132,0,4
262734aab128d70,0,1
262a529ce286292,0,2
262b6d3a4de5c59,0,0
26315890c9f70fa,1,4
26323311e10ef31,0,4
2633992588211fa,0,0
2633e85c5b413c5,0,0
26344cfd57e23c9,0,2
2636d3ad6380585,0,4
2637f076568c896,0,2
263813c5f5c2801,0,0
26388b33edd6e20,0,2
2639c8b3bed3fc0,0,1
2639e17bdfb5a78,0,2
263a239741604d6,0,3
263a5ea6c2f1e7e,0,3
263af3e2a7a7580,0,3
263b28590b1cb00,0,1
263de74e086accb,0,1
263e4808b6bd5ef,1,3
263ec522e8e0222,0,4
263ecf3779bd389,0,4
2641e6bb2d4b605,0,1
2641ec2ccbfd456,0,2
2641f7f54a317f9,1,0
26424d769975b03,0,2
264421d7ebd9bf2,0,1
26442e9fd4287f3,0,3
26442ee31ec8e5a,0,0
26455929b13cfc4,0,2
2645f9e1dc4212f,0,0
2646a0793386a17,0,0
2647d98e116982e,0,1
2649120d36c5660,0,4
264983660517ce7,0,2
264a6f3727e0ea6,0,0
264bdad52b32665,1,4
264c319911296cf,0,2
264cdbe14d717a1,0,4
264d8a157423a1a,0,0
264f37be389b95a,0,0
264f4656eb411b9,0,2
264fdf231fcddad,0,2
265014df32af656,0,0
26501f2ceefd171,0,2
26506ad449d91eb,0,2
2651a90c425e74f,0,0
2653ec2ec04a842,1,4
2654ed40637cf43,0,3
265593f50a5c327,0,1
2655d3029664352,0,2
26561ea1f012427,0,4
2657318e23d2e1c,0,2
2658095834f163e,0,2
26580cd8d5d4994,0,4
2658437a60ed229,1,1
265891239f68231,0,4
2659818c842a719,0,4
265d4724ae3d1aa,0,3
265dfb94392227c,0,3
265ebfc88d7a8c8,0,2
265fdde21e8812e,0,3
26601012846a38a,0,3
266152bf09e3ccb,0,0
26617c95c536024,0,2
2662b9c05dfd470,0,3
26636eb22784af8,0,3
266460faa70f65a,0,2
26660638e550f49,0,1
26687ef3cec0c25,0,2
266a846e1d035e4,0,0
266b181156a63ca,0,3
266b6e41bfa5f4a,0,1
266b9571c89db26,0,1
266bdf14fec198e,0,2
266c8532c95146c,0,2
266caace3836246,0,4
2670d6a5d8ce988,1,1
267105fc84bc1a6,0,2
26722f2f41af5f1,0,3
26728b87a03e5a5,0,4
26766c6a8407cd4,0,0
267683a0d72c81f,0,4
267aa9e0f3853fa,0,4
267b2a2e4c89525,0,3
267b2b59ea574d9,0,0
267bb9b255a24ac,0,0
267bc385fe14161,0,2
267e53b2e7c9186,0,2
2680cf7a5f9c93d,0,0
26836eef6095860,0,3
2686205700461a3,0,1
268799d5629853a,0,1
2688e862ab56ffd,0,1
2688ebc8a88751b,0,3
2689324ba5b8abf,0,1
268a59fb06c5c1d,0,4
268b359207c53d0,0,0
268ef92a7b28739,0,4
268f6eeec6dd65a,0,2
268fb1fa29760af,0,2
26900b162a4ae37,0,3
2690c286ac9a02c,0,2
269230a0b4e104d,0,0
2692bb931f45c7b,0,4
2695b7e871fffb7,0,2
2697f3003b5f91d,0,1
269807a8aea6178,0,0
269b557f66f685d,0,1
269bc20e9070878,0,4
269bf5d958e0615,0,0
269df111760e264,0,2
269e902f732c5a7,0,1
26a0be686f41d3d,0,1
26a10263d80dc69,0,1
26a12355a7a8af1,0,1
26a2a3fb2d70c24,0,4
26a4918c9c91549,0,0
26a92d9ea8ea06b,1,0
26a9d46bbfe0373,0,1
26aa18b0855a13e,0,2
26aa3c3d42307ff,0,3
26aad3b37f8e138,0,0
26ae12d4d5e4f1f,0,1
26ae445ac0d9418,0,2
26af2dd0c7adc15,1,1
26b0038d7dbf79d,0,2
26b14b270bdef4d,0,2
26b1e60e6aa2c3b,0,4
26b28fba0557140,0,3
26b297574f68725,0,1
26b4074dca50b96,0,1
26b85f7bc3ff056,0,0
26ba38074ce3183,1,4
26bceef8c7d6cd3,0,4
26bd1172f4b868c,0,4
26be100bee1b2af,0,1
26beb5bfdf2ff9a,0,3
26bf4a34fb53a48,0,2
26c0d01f14c1f75,0,1
26c17651067b771,0,1
26c57ec5240d445,0,0
26c596ae0468d9f,0,3
26c8d1caf290130,0,2
26cb6c13889e13e,0,3
26cc60f85dcdd58,0,1
26ccc7f17d2f084,0,4
26ce964f13f30b6,0,0
26cebbae78972a1,0,3
26d00ba22a40b4d,0,0
26d29f23386e9e2,0,4
26d68e1aa2c4ede,1,0
26d7d2aaf60b146,0,3
26d93864bd9835d,0,3
26d96a9a33916eb,0,0
26dbc4f0aaf9f9d,0,3
26de045854f22aa,0,2
26df03755b71dbc,0,3
26e05cf3c840193,0,0
26e0d459e2e9c95,0,4
26e0fb26348ba35,0,2
26e3f890b4c11e5,0,0
26e3faa323f9785,0,4
26e7cbc2d374c5b,0,0
26e8c211a6f1128,0,3
26e8fd09bf4d429,0,0
26e940deb9e2eba,0,4
26ec072805f5a9d,0,0
26ec11f728ac05c,0,4
26ec2c078ce0859,0,3
26ec64f6b147e5f,1,4
26ee6383035d875,1,4
26efbe2a4452826,0,2
26f0d4b722ddc0a,0,4
26f3d9c96e71274,0,0
26f3d9dc5fd8736,0,1
26f5590e8682a7f,0,0
26f6ff7308f52e0,0,2
26f7d10996502fe,0,1
26f9a4f363b37b7,1,0
26fac14de4e0ffe,0,3
26fc447afffcfdf,0,4
26fcfc1110bb761,1,2
26fd3cf5e720245,0,2
26fd7243779f10f,0,4
26fdedd1ce606df,0,3
2700f718ed867a9,0,1
27030ddbb63ff40,1,4
2705747f65e5d0d,0,2
2705c4b86eedc02,0,2
2707088eba9d7f5,1,3
27071228d717c62,0,4
2707f28a2641e0f,0,4
27082ae043a896d,0,2
270ac47198070a0,1,1
270d60aec65b8f6,0,3
270f1f6bc3d2058,1,1
270f8f8a59e64d4,0,2
2710e29bc1c79c2,0,2
271165bb18061f2,1,3
271260908137ecc,0,2
27128d094ce343e,0,0
27160cdfe7a0f3a,0,3
271840e91e599d4,0,1
2718a1cb04134de,0,4
27197c73684c3eb,0,0
27199393cafc22b,0,1
2719a72989fa3bc,1,2
271a6c5018eeae5,0,0
271aa84c0d13489,0,1
271d98d73e80fc4,0,3
271de7cc0c16eca,0,2
271e78513839c35,0,0
271ffd4a46f0d79,0,2
272141a14f5c804,0,0
2721451d1c00be0,0,4
2721fe096515ac9,0,1
27223958c88eecf,0,0
27258c78f3aa778,0,0
2725ed04b134a5d,0,4
2726fcb6dece8bd,0,3
27275189e753b33,0,2
2727533761c9484,0,0
27279356cd3a30d,0,1
2728cce79aa2167,0,4
2728f8af411d0a9,0,2
2729c91832840ec,0,4
272ac707a18bcb7,0,2
272c3641d28f5c0,0,3
272c69b33cc6b06,0,4
272ca168ef5f8b4,0,2
272d12870c81e0d,0,4
272d7d88f4f54c3,0,2
272e023f4a954cd,0,2
272e7ac2f2f382f,0,3
272e94a7c37cd5b,0,4
272fa189b28309d,0,4
272fbce4eb9a9b7,0,1
2730fdf0429d703,0,1
27314ca53e369b3,0,4
2733718dd86ce75,0,4
2734db27330c404,0,2
2735f629d67dad7,0,4
27366f1de4e6065,1,2
2738e5b1f8bced0,0,4
273b6a60718d7ca,0,3
273cdc2e2bdc407,0,0
273dc086af0fd2b,0,0
273e3ac9d5bc74a,0,4
273e4202c87e54e,0,0
273e98f929169bf,1,1
273fb15fcf7eaab,0,0
274380ed4e3f77b,0,3
27439415050bf94,0,1
2744155f57b194f,0,4
27442e582849356,0,3
274673d2a604680,1,0
27479905ce6c412,0,3
2748c9ebd26ba5d,0,0
274c5c2c12d06af,0,2
274dffa15bdbc13,0,4
274e27fa033d8cd,1,0
275166870caf76b,0,4
2751ca5d834df6c,0,3
275534b07fd76ad,0,2
275651c0f281085,0,1
275713ffc0fadef,0,1
27577bc351502f4,0,4
27579ca51ef6788,0,1
275b8bca3ab33a5,0,3
275d2235f9e4b4a,0,3
275eed2a7ab7e1f,1,0
2762231a97618af,0,4
27633e09b54437d,0,1
2763616e6448a44,0,1
27647076320a548,0,2
27655d152f61a3b,0,4
27664c8def4c47b,0,3
276753fea780587,0,3
2768a8a4723a45c,0,3
27690d403d341e0,0,1
276a5a21d6e0fe3,0,1
276a7ee37fe6b77,0,0
276c039efbcb955,0,2
276d3f4ce08b16d,0,1
276d87dcbe8b63d,0,3
276dffc0a2a0b3c,0,0
276f95370d34c8a,0,0
277025df9f66841,0,0
2770b4359843ab3,0,1
27710b32b20e869,0,0
2771a422d8dfbda,0,0
27720fadf1b6542,0,4
2774b9591388b20,0,4
27754ac15c31c97,0,1
2775d7b5a2ba28f,0,1
277686477e91363,0,0
2776a6e21c1473a,0,0
27775ebf42f5298,0,2
27779d2c4152fe0,1,0
27784670769825a,0,0
2778e3e0e741d99,0,3
277ac349bd15252,0,4
277c39e1c31f109,0,0
277d3e4131319d0,0,0
277d6342654b803,0,0
277fdb84dea4754,0,3
2781140ea9d4dd8,0,1
2781953ba25d836,0,0
2781acbf1a4dadc,0,0
2781f1addbe15a0,1,0
278351c83a0577e,0,2
2783c594af14225,0,1
2783e70e8e3f5e3,0,1
278556a285b8f05,0,4
2785bb320380066,0,0
2787528ca92e97a,0,3
278bedbc31a5718,0,4
278e3322bf35424,0,0
2791629257e83c1,0,2
2791b6090f8653f,0,3
27929380a2ae710,0,3
2792b2397ad021a,0,3
2792ce33ffc916d,0,2
2794ce722f9383c,1,1
279525d8ee7c339,0,0
27963dc0734d774,1,1
27964371c10bdc6,0,3
2796c7c4f399528,0,0
27999d5ddb63ff7,0,4
2799b9223bc3b64,0,0
2799bb50fea313b,0,3
279b7cfb490d7db,0,3
279d882b336ae59,0,0
279d9f4f700185e,0,3
279fca167a91e0d,0,0
27a1722f207d4ce,0,4
27a2f7588105f92,0,0
27a5ae6b1e56d38,0,1
27a825fd2f408ff,0,0
27a9b4475db6541,0,0
27a9e07bd8c4fbd,0,3
27aaf5fc1e51408,0,4
27aafaeb2f4d6d9,0,4
27ae47e3b81a595,0,3
27ae735e7748ae2,0,4
27aefaf8b90cb86,1,2
27b03f9325e9d56,0,3
27b08513dca323c,0,2
27b201581d39e8b,0,2
27b2f5bfd51b987,0,2
27b59d4b29614e9,0,1
27b63176d644075,0,1
27b66a5142fc758,0,1
27b757286bca2c6,0,0
27b7ab673f71826,0,3
27b833d632f32ec,0,0
27ba1c0c786bf34,0,2
27bb51b10832ab5,0,4
27bea62fb6bf362,0,0
27c03d68d6c6845,0,2
27c127f8f5efd67,0,1
27c20681a592b73,0,2
27c235031a1ab29,0,1
27c2b5323917677,0,4
27c44c7353e0719,0,3
27c46d852492ebc,0,4
27c4e20ac9de21e,0,0
27c72b86dd8e444,0,4
27c8c7c9008b7ce,0,0
27ca0bc025182dd,0,1
27ca666091336df,0,2
27cabafa107e742,0,4
27cac3ee6ebf60e,0,2
27ce6bf62748aed,0,4
27ce83650a5c239,0,0
27d0af54f68f1b8,0,2
27d14fa0006a80a,0,2
27d1f4f60a99d05,0,2
27d1f5b6508e06d,0,0
27d2e0dabc9d26b,0,2
27d4194b5e7d78d,0,1
27d5dc9023949a9,0,2
27d65f771de96c8,0,3
27d7053362153b0,0,1
27d98a1e8b2bfd0,0,1
27d9f37723ceda6,0,3
27da95bfb08eb3a,0,1
27dbbd4c3939314,0,4
27dc6fa4789ab1a,0,2
27de50d0bedfd29,0,4
27deed266e9be49,0,4
27df5f187e35fdc,1,4
27e3d13c695b264,0,1
27e48e73f8e6f73,0,3
27e60a52a0bab9f,0,0
27e66ce208c6e0b,0,4
27e6e8bd5c48660,0,4
27e80ee6b4ae313,1,3
27e85a45bd5aa03,0,0
27e98b99a415d4e,0,0
27ea462c7a6bdaa,1,1
27ea572853f97fe,0,2
27ea94185b681ec,0,3
27eb69f2337dc7c,0,1
27eddc323ac05e7,0,1
27ee8bdd93e57f2,0,0
27ef1d13b728c0e,0,3
27efb45c1f7132c,0,0
27f20646f97497c,0,0
27f31302ed3ba83,0,1
27f3d363913776d,0,2
27f40420cdf1c3e,1,2
27f4f38e47dfd93,0,0
27f5200bacd6190,0,1
27f571f88d9fe77,0,1
27f83db99b0c117,0,3
27f8bec32f9e921,0,0
27f98f572850a8b,0,4
27faf697d02c439,1,2
27fb50c63c7d892,0,3
27fb60639a4f692,0,2
27feeee69e30c13,1,4
27fef7142a4fb94,0,1
27ffe6632c79def,0,0
2800b4385d4a402,1,3
280246920ed751d,0,2
280305be90dd5cc,0,3
280309a254d64c1,0,1
280403bfe2c1688,0,0
280529e40b91adc,0,4
28058286b9e88ff,0,4
2806f2595d07b14,0,2
28070f9dc908f35,0,2
28082471f158c85,0,0
280a800bb08f6f8,0,2
280b8cd81e9191b,1,0
280ba6f1dbed938,0,4
280f486298d0c01,0,4
28113f6607794d9,0,4
2811545c8fd14dd,0,4
2811a7ad9d4bfcb,0,1
281216b5f6dc479,0,3
28123b1ee9f0572,0,2
2815902cf53a6fd,1,3
28177fc8a501e19,0,0
2818dbd6a4862b4,0,1
281a10cb9d700ef,0,4
281bc8ad4328acd,0,2
281c2a4f4bd49df,0,1
281e1f900627ef2,0,2
281e52e0de572ff,0,2
281e856659f44be,0,3
281f59d922506a5,0,1
281fb0fd2544d0a,0,3
28203a14c7f758c,1,2
28209cf1b242b6b,0,0
2820dda718a213c,1,0
28237667c6af4c3,0,0
282427e6d8f7360,0,0
2825175adc0e1d9,0,2
282591f0f67b708,0,3
2828537a15475d9,0,0
2828d33ff019a97,0,0
28294ff1b6fadd5,0,2
2829832ba69b931,0,3
282a31c3aebaa25,0,3
282b18825d2fbcf,0,4
282ca73063251c7,0,1
282cfc4ee758dde,0,4
282e30705e6e09d,0,2
282e8e66044d493,0,3
282fe52709aceaf,0,0
2830fdae6c3a40b,0,1
2831e812b4d33a1,0,3
28320136cc317e9,0,2
283252f55baac05,0,2
2834bbad9e23e0b,0,3
2834e7d1a865560,1,1
2835fe975196699,0,3
28370344fc35137,0,4
28382cd16212310,0,1
28382dfbc74ed55,0,3
283a01d56e4f743,0,3
283a16242fdd837,0,3
283b23c7bef4915,0,2
283bb260f653d95,0,4
283d8844b9c0d2c,0,0
283defad6facf85,0,1
283e93ad1bfe93e,0,2
2840631e96b0365,0,0
284187b72e82696,0,4
28424bc1c751de0,0,3
284305178cd3cc3,0,3
284553c4b745ae6,0,1
2845c33e8541039,0,3
2845c8783aca51e,0,3
2846a377b1cb011,0,2
2847bc2af245685,1,0
284a459c310d18c,0,2
284b17aedbd5961,0,0
284b2a6ae430ec1,0,2
284d4aceeab0625,1,2
284e86e24c886b7,1,3
284ea08d1ffead8,0,3
284ebd1a4cdf0f0,0,3
284f1f993d6b1ad,0,4
28513bb9f3b0d25,0,1
28518a6b5f14f9d,1,4
2852899255deeea,0,1
2854f60eb94bf21,0,4
285689a06235b5b,0,4
2857232c4e15411,0,4
2857aa7ccb55b44,0,0
285d4098a229459,0,2
285d7d094cf7e85,0,3
285e1eb2b7c562a,0,0
286546765383786,0,1
2865611f18ee4c6,0,0
2866afd4fae8b59,0,4
2869f674250fb00,0,1
286a913365dc013,0,0
286ab49f8e15f20,0,4
286c053f3652d3b,1,4
286c599e7459b41,0,2
286cc13ebf9da3a,0,2
286d39e6a277188,0,2
286f0908037dabf,0,4
286f3694f32fca4,0,4
2870a66a0120636,0,1
2870e6a05fdda9a,0,3
2870f8207850e05,0,4
2870f83a86e79b6,0,3
28717c2e808a183,0,4
2871873e2958feb,0,2
28721c698bbd683,0,0
2872811e3a9ebd6,0,0
2872aef1249f31d,0,1
2872b034b7b91d5,0,4
2873abeaa09111e,0,2
287455178b256fb,0,2
287519372a9c7ac,0,3
28762d79690c18f,0,2
287737e89837b91,0,2
28793b5e1657880,0,1
287af31d0f2bae3,0,0
287b132e24d0081,0,1
287b5d674891ca0,0,1
287bebf0b22e835,0,2
287c326c4ef57b2,0,1
287cb8f75812291,0,1
287d4cd7f71d3f6,0,0
287d5a8cdae8e9d,0,3
287e71f567b6216,0,1
288003183909ab2,0,3
288172eddb0a2aa,0,3
288378c32f59920,0,2
2884292ae82630a,0,0
28875df91d4f007,0,1
28878dfef883c03,0,2
28882369f02a5af,0,3
288834b64307e0b,0,3
2888563ba66ef17,0,4
288aad3e9a73508,0,0
288c492f3fb6f49,0,3
288cb0887024b3e,0,4
288cfafd154f7ff,0,0
28900a8a4b557c2,0,4
2890662f0da2a0c,0,3
2890ad9bcec561a,0,1
2892ea380471862,0,2
2893e0ef88b5045,0,0
289410814cea5be,0,0
28955cef4c82d70,0,4
28955fa8427799f,0,1
28996c53984163a,0,1
289b14a333e5bc7,0,3
289b5d8ac862342,0,0
289bd3943154afd,0,0
289d2bba117db4c,1,2
289ee8d9da1493a,0,0
289f686c44e8e6b,0,3
289faf1a649ab67,0,4
289ff3978fd68c0,0,2
289ff4411821216,0,2
28a072b48beba5d,0,2
28a2a6d26235fde,0,2
28a2e4842f92e3a,0,2
28a3ad9f9201fd7,0,0
28a83a33d588feb,1,0
28a873e8e48c892,0,4
28aa0f8b6d4c9ed,0,1
28aa54831745b22,0,2
28aa6620b26080b,0,1
28ab8c7ddb70d29,0,3
28ad376002383f1,1,1
28ae7615aaaca5c,0,0
28aebf1218dc5cd,0,2
28aedc20e2df5e3,0,1
28afb6d86085616,0,4
28afb8ea9d4ff1d,0,2
28b05153227bfc7,0,0
28b08cbfbef593f,0,3
28b10077610e06a,0,1
28b298af3be79e3,1,2
28b48933eda75cf,0,1
28b4c9a98e20fdf,1,1
28b55e90ad05fb3,0,3
28b57288a33ff07,0,1
28b6a0e2ce77002,0,3
28b8661438096ee,0,2
28b88dcc2af17ad,0,2
28b926b299e1ebc,0,2
28ba588c761c575,0,0
28bacec0f3b120e,0,0
28bcaa7f191e626,0,4
28bcf4efce6168b,0,2
28be7fffcffc979,0,0
28bf175809df92e,0,1
28c156a9d722ba3,0,3
28c17e915e59498,0,2
28c197442a55aaf,0,4
28c19dab2e13767,1,0
28c208d1650f294,0,3
28c26da1557820c,0,2
28c45a616dab50b,0,3
28c4fab692d4f99,0,4
28c9ea741c8ca7e,0,4
28cad5771c18f59,1,2
28cc740c7e23c9a,0,0
28cde2073fbce02,0,1
28ce42a44804ae5,0,2
28cf037f4362106,0,0
28cf1448be0b98e,0,2
28d0b0c7e4fe466,0,0
28d1aec85bf34df,0,1
28d3f116726fa19,0,0
28d452adff377bf,0,3
28d78c0a37843a4,0,4
28d7c7a3dfd7d9f,0,3
28d815cd74fb31c,1,4
28d84bd6fb6a591,0,4
28db2e7f70e38df,0,1
28dbdddbb458249,1,4
28dc3639afc7794,0,1
28dd5aeeaf59398,0,2
28def3f387df01e,0,0
28e03bd3f378179,1,1
28e0f7642c5ac9e,0,3
28e1138e6c3ac73,0,3
28e1c01e88d1f8a,1,4
28e4dc63e416925,0,1
28e5cd35000d584,0,1
28e6764925827d4,0,3
28e7498e80c2fac,0,4
28e7ce547fe86ca,0,0
28e7dcda475ca0b,1,3
28eaf27329eab40,1,1
28ec02fb122619c,0,3
28ecba022317239,0,3
28ece0c6d8e1753,0,4
28f0a73c26cdb21,0,2
28f20bcefe17bd4,0,0
28f215876d0d3fd,0,0
28f27770b83d8a4,0,1
28f4c638a6e772d,0,0
28f558f99feaed9,0,3
28f8ac58e9fd2e3,0,1
28f9245db931eea,0,2
28f9ac197eda6df,0,3
28f9e79039ae89c,0,3
28fa2de79b44799,0,4
28fa4e078d7224d,0,2
28fac3e0b23f84d,0,2
28fc4046cd1f40f,0,1
28fcadc8ead1be6,0,4
28fd64e8feddd0d,0,0
28ff0364da13f95,0,4
28fffe767bb62ed,0,1
2901c7672a4527c,0,3
2903de7404ffc83,1,4
29044fe18774177,0,1
29049bbf5095de8,1,0
290562a206c8afa,0,3
290ba13c7f87d27,0,1
290d13bea4a543b,0,3
290d572ae460b08,0,2
290fea7c949678c,0,2
2911f503def72e6,0,4
291240306db90be,0,0
2914c401659d655,0,4
2915674c5476a28,0,3
29175e02caa9f45,0,1
29194fd9296139d,0,3
29197d2b264d6a3,0,1
2919da9ba2aaec8,0,2
291cddda6537b1e,0,2
291e51c881bb011,0,3
291fed96eb72d11,0,3
29237b31323c307,1,2
2923cea9e58da0d,0,3
2924fd3b89d1ad5,0,1
29255912828d63b,1,2
292793cfcf9ee6e,0,4
29279d004064918,1,2
2928ab93dcd4228,1,2
292accf3ad33683,0,2
292b8954fbf69bc,0,4
292bdb6748e6fc4,0,4
292c006f9292cc2,0,3
292d9cc0fe81e78,0,2
292dfdf32c66144,0,1
292fcb71b1016b1,0,2
29309fd57988530,0,4
2930d382da1c8d4,0,1
29312c02125e02a,0,1
2932f68b4b81a31,0,4
2937bbcb9dc20d9,0,0
2938ba4bd79a77c,1,3
2938f285e74f9b5,0,3
293907e53c91d89,1,0
293b7873857ca59,0,4
293bfe187eb26c9,0,1
293ec5440352a46,0,2
293f6e8bbf6bef2,0,2
293fd0f8d3da34c,0,4
29401e819c30fb3,0,3
294211e2d1bb3af,0,1
29425706897b456,0,1
294281b3c388b7d,0,0
2942c924dc6cee7,0,1
29434ef4e6ce73f,0,1
2943b482a84b847,0,4
2947e800b549809,0,0
2948e41fa8104bb,0,0
294a24b4286c9d5,0,0
294a856bb8d6786,0,1
294bb1a1e71072f,0,0
294d626388f98b3,0,4
294deb64f53bc2d,0,3
294eda0f2ea892f,1,2
294f2ba1c3d2d2b,1,2
294f339215549c2,0,2
294f4fa3542394e,0,2
2950507321e89c7,0,3
29515404cdc969e,0,1
2952ad90526f508,0,1
2956722e3576ec8,0,1
2956cf45db8ea2c,0,3
2956d6d07fb8646,0,3
295b8edbdb5ba0d,0,4
295c07223057146,0,0
295eaa708b2ef4f,0,0
29606327ac5f922,0,2
